lat;lon
55.759603;37.594971
55.714764;37.605032
55.710631;37.58393
55.706984;37.521911
55.693546;37.455579
55.703631;37.397377
55.658484;37.471345
55.648926;37.550953
55.774558;37.593857
55.77753;37.477282
